,SNo,Date,RegionCode,RegionName,ProvinceCode,ProvinceName,ProvinceAbbreviation,Latitude,Longitude,TotalPositiveCases
8330,8330,2020-04-29T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,251
8329,8329,2020-04-29T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,206
9096,9096,2020-05-05T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,459
9097,9097,2020-05-05T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,208
8328,8328,2020-04-29T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,450
6026,6026,2020-04-11T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,260
8204,8204,2020-04-28T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,73
9098,9098,2020-05-05T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,257
33359,33359,2020-10-22T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1124
32761,32761,2020-10-18T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,812
34999,34999,2020-11-02T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,262
34996,34996,2020-11-02T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,1769
5513,5513,2020-04-07T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,162
28889,28889,2020-09-22T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,450
28888,28888,2020-09-22T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,289
30377,30377,2020-10-02T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,655
30378,30378,2020-10-02T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,340
30379,30379,2020-10-02T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,466
5512,5512,2020-04-07T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,254
6152,6152,2020-04-12T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,291
30380,30380,2020-10-02T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
30381,30381,2020-10-02T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,126
7948,7948,2020-04-26T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,72
7947,7947,2020-04-26T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
7946,7946,2020-04-26T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,249
7945,7945,2020-04-26T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,202
28887,28887,2020-09-22T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,627
38874,38874,2020-11-28T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,942
38873,38873,2020-11-28T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,1427
7944,7944,2020-04-26T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,447
6153,6153,2020-04-12T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,182
34851,34851,2020-11-01T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,191
34850,34850,2020-11-01T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,250
34849,34849,2020-11-01T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1975
34848,34848,2020-11-01T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,828
34847,34847,2020-11-01T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,1668
8072,8072,2020-04-27T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,449
8073,8073,2020-04-27T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,205
8074,8074,2020-04-27T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,250
34997,34997,2020-11-02T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,863
39317,39317,2020-12-01T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,5237
8202,8202,2020-04-28T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,250
8201,8201,2020-04-28T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,205
8200,8200,2020-04-28T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,450
3593,3593,2020-03-23T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,46
4232,4232,2020-03-28T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,154
4233,4233,2020-03-28T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,118
3592,3592,2020-03-23T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,68
4234,4234,2020-03-28T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,155
4235,4235,2020-03-28T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,87
5516,5516,2020-04-07T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,60
908,908,2020-03-02T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,0
8203,8203,2020-04-28T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
5515,5515,2020-04-07T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,112
30229,30229,2020-10-01T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,333
30230,30230,2020-10-01T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,462
30231,30231,2020-10-01T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
5769,5769,2020-04-09T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,173
5768,5768,2020-04-09T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,275
30232,30232,2020-10-01T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,124
8076,8076,2020-04-27T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,73
28890,28890,2020-09-22T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,144
8075,8075,2020-04-27T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
5514,5514,2020-04-07T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,243
4236,4236,2020-03-28T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,39
34998,34998,2020-11-02T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,2065
30228,30228,2020-10-01T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,651
39318,39318,2020-12-01T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,2443
35297,35297,2020-11-04T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,321
33061,33061,2020-10-20T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1010
8842,8842,2020-05-03T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,253
8841,8841,2020-05-03T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,207
8840,8840,2020-05-03T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,459
35596,35596,2020-11-06T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,229
29040,29040,2020-09-23T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,111
35595,35595,2020-11-06T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,385
29337,29337,2020-09-25T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
35594,35594,2020-11-06T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,2589
29039,29039,2020-09-23T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,146
35593,35593,2020-11-06T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,1058
35592,35592,2020-11-06T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,2055
5642,5642,2020-04-08T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,248
5896,5896,2020-04-10T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,289
35742,35742,2020-11-07T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,1120
35743,35743,2020-11-07T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,2771
5897,5897,2020-04-10T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,176
5898,5898,2020-04-10T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,256
35744,35744,2020-11-07T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,420
5899,5899,2020-04-10T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,113
29338,29338,2020-09-25T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,115
5900,5900,2020-04-10T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,65
3848,3848,2020-03-25T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,99
29483,29483,2020-09-26T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,645
29484,29484,2020-09-26T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,305
29485,29485,2020-09-26T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,455
8843,8843,2020-05-03T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,118
8844,8844,2020-05-03T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,75
29336,29336,2020-09-25T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,455
29335,29335,2020-09-25T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,297
8970,8970,2020-05-04T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,256
8969,8969,2020-05-04T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,208
8968,8968,2020-05-04T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,459
8972,8972,2020-05-04T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,75
33208,33208,2020-10-21T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,916
33209,33209,2020-10-21T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,460
33062,33062,2020-10-20T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,169
33210,33210,2020-10-21T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1060
3720,3720,2020-03-24T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,84
3721,3721,2020-03-24T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,49
3722,3722,2020-03-24T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,97
33211,33211,2020-10-21T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,176
29486,29486,2020-09-26T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
33060,33060,2020-10-20T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,435
33212,33212,2020-10-21T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,145
29185,29185,2020-09-24T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,638
29186,29186,2020-09-24T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,294
29187,29187,2020-09-24T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,452
29188,29188,2020-09-24T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
29189,29189,2020-09-24T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,111
5644,5644,2020-04-08T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,61
29334,29334,2020-09-25T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,638
5643,5643,2020-04-08T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,113
3723,3723,2020-03-24T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,66
35741,35741,2020-11-07T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,2149
3724,3724,2020-03-24T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,21
33059,33059,2020-10-20T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,867
39319,39319,2020-12-01T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,6357
29487,29487,2020-09-26T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,115
8715,8715,2020-05-02T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,118
29036,29036,2020-09-23T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,635
5771,5771,2020-04-09T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,113
3976,3976,2020-03-26T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,107
29781,29781,2020-09-28T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,648
6154,6154,2020-04-12T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,263
29782,29782,2020-09-28T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,309
29783,29783,2020-09-28T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,457
29784,29784,2020-09-28T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
3977,3977,2020-03-26T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,53
3978,3978,2020-03-26T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,123
3979,3979,2020-03-26T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,80
32912,32912,2020-10-19T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,960
29785,29785,2020-09-28T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,118
8460,8460,2020-04-30T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,75
8459,8459,2020-04-30T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,118
8458,8458,2020-04-30T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,252
8457,8457,2020-04-30T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,207
8456,8456,2020-04-30T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,454
32911,32911,2020-10-19T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,425
32910,32910,2020-10-19T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,844
39321,39321,2020-12-01T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,945
39320,39320,2020-12-01T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,1562
5770,5770,2020-04-09T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,250
3980,3980,2020-03-26T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,28
35298,35298,2020-11-04T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,213
5640,5640,2020-04-08T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,266
8584,8584,2020-05-01T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,457
8585,8585,2020-05-01T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,207
5772,5772,2020-04-09T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,61
3849,3849,2020-03-25T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,51
3850,3850,2020-03-25T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,105
3851,3851,2020-03-25T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,71
3852,3852,2020-03-25T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,23
32914,32914,2020-10-19T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,138
32913,32913,2020-10-19T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,160
8714,8714,2020-05-02T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,253
8713,8713,2020-05-02T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,207
8712,8712,2020-05-02T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,457
35447,35447,2020-11-05T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,220
35446,35446,2020-11-05T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,325
35445,35445,2020-11-05T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,2467
8716,8716,2020-05-02T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,75
29038,29038,2020-09-23T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,451
5641,5641,2020-04-08T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,169
29632,29632,2020-09-27T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,648
29633,29633,2020-09-27T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,306
29634,29634,2020-09-27T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,457
29635,29635,2020-09-27T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,147
29636,29636,2020-09-27T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,116
8588,8588,2020-05-01T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,75
8587,8587,2020-05-01T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,118
8586,8586,2020-05-01T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,253
33063,33063,2020-10-20T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,140
35444,35444,2020-11-05T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,1024
35443,35443,2020-11-05T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,2016
29037,29037,2020-09-23T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,293
6155,6155,2020-04-12T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
33805,33805,2020-10-25T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,524
4361,4361,2020-03-29T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,123
31570,31570,2020-10-10T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,357
31571,31571,2020-10-10T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,621
31572,31572,2020-10-10T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,155
31573,31573,2020-10-10T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,130
6924,6924,2020-04-18T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,70
6923,6923,2020-04-18T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
6410,6410,2020-04-14T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,268
4873,4873,2020-04-02T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,146
4874,4874,2020-04-02T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,207
6922,6922,2020-04-18T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,240
6921,6921,2020-04-18T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,197
6920,6920,2020-04-18T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,385
4875,4875,2020-04-02T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,94
4876,4876,2020-04-02T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,48
34106,34106,2020-10-27T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,160
31718,31718,2020-10-11T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,701
31719,31719,2020-10-11T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,362
31720,31720,2020-10-11T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,641
34105,34105,2020-10-27T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,231
31721,31721,2020-10-11T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,155
31722,31722,2020-10-11T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,130
39172,39172,2020-11-30T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,945
6796,6796,2020-04-17T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,70
6795,6795,2020-04-17T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
34104,34104,2020-10-27T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1588
34103,34103,2020-10-27T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,574
34102,34102,2020-10-27T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,1299
31569,31569,2020-10-10T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,691
4872,4872,2020-04-02T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,194
6409,6409,2020-04-14T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,184
6408,6408,2020-04-14T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,317
4748,4748,2020-04-01T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,44
7178,7178,2020-04-20T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,243
7177,7177,2020-04-20T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,197
7176,7176,2020-04-20T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,408
33656,33656,2020-10-24T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,513
32463,32463,2020-10-16T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,753
33657,33657,2020-10-24T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1277
33658,33658,2020-10-24T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,193
34255,34255,2020-10-28T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,161
34254,34254,2020-10-28T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,234
31420,31420,2020-10-09T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,683
34253,34253,2020-10-28T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,1672
34252,34252,2020-10-28T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,631
6411,6411,2020-04-14T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
34251,34251,2020-10-28T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,1350
31421,31421,2020-10-09T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,352
31422,31422,2020-10-09T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,567
31423,31423,2020-10-09T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,154
31424,31424,2020-10-09T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,130
7052,7052,2020-04-19T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,71
7051,7051,2020-04-19T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
7050,7050,2020-04-19T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,241
7049,7049,2020-04-19T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,197
7048,7048,2020-04-19T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,407
5260,5260,2020-04-05T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,60
5259,5259,2020-04-05T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,109
5258,5258,2020-04-05T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,237
5257,5257,2020-04-05T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,157
33659,33659,2020-10-24T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,152
6794,6794,2020-04-17T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,240
6793,6793,2020-04-17T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,195
6412,6412,2020-04-14T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,68
6536,6536,2020-04-15T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,318
6537,6537,2020-04-15T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,190
39020,39020,2020-11-29T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,2402
6538,6538,2020-04-15T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,276
6539,6539,2020-04-15T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
6668,6668,2020-04-16T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,70
6667,6667,2020-04-16T17:00:00,18,Calabria,101,Crotone,KR,39.08036878,17.12538864,117
6666,6666,2020-04-16T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,269
6540,6540,2020-04-15T17:00:00,18,Calabria,102,Vibo Valentia,VV,38.67624147,16.10157414,68
32167,32167,2020-10-14T17:00:00,18,Calabria,80,Reggio di Calabria,RC,38.10922769,15.6434527,732
32166,32166,2020-10-14T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,385
5128,5128,2020-04-04T17:00:00,18,Calabria,78,Cosenza,CS,39.29308681,16.25609692,204
5129,5129,2020-04-04T17:00:00,18,Calabria,79,Catanzaro,CZ,38.90597598,16.59440194,150
